title,directors,actors,genre,comb
baghban,Ravi Chopra,Amitabh Bachchan   Hema Malini   Aman Verma   Samir Soni,Drama   Romance,Ravi Chopra Amitabh Bachchan   Hema Malini   Aman Verma   Samir Soni Drama   Romance
hathyar: face to face with reality,Mahesh Manjrekar,Sanjay Dutt   Shilpa Shetty   Sharad S. Kapoor   Shakti Kapoor,Action   Thriller   Crime,Mahesh Manjrekar Sanjay Dutt   Shilpa Shetty   Sharad S. Kapoor   Shakti Kapoor Action   Thriller   Crime
jeena sirf merre liye,Talat Jani,Vijayendra Ghatge   Kareena Kapoor   Tusshar Kapoor   Kader Khan,Romance,Talat Jani Vijayendra Ghatge   Kareena Kapoor   Tusshar Kapoor   Kader Khan Romance
deewangee,Anees Bazmee,Ajay Devgn   Akshaye Khanna   Urmila Matondkar   Farida Jalal,Crime   Thriller   Drama,Anees Bazmee Ajay Devgn   Akshaye Khanna   Urmila Matondkar   Farida Jalal Crime   Thriller   Drama
ek hindustani,Tinnu Anand,Sunil Shetty   Raveena Tandon   Mohan Joshi   Mohnish Bahl,Action,Tinnu Anand Sunil Shetty   Raveena Tandon   Mohan Joshi   Mohnish Bahl Action
talaash: the hunt begins...,Suneel Darshan,Rakhee Gulzar   Akshay Kumar   Kareena Kapoor   Pooja Batra,Action   Adventure   Crime,Suneel Darshan Rakhee Gulzar   Akshay Kumar   Kareena Kapoor   Pooja Batra Action   Adventure   Crime
yeh kya ho raha hai?,Hansal Mehta,Prashant Chianani   Aamir Ali Malik   Vaibhav Jhalani   Yash Pandit,Comedy   Romance,Hansal Mehta Prashant Chianani   Aamir Ali Malik   Vaibhav Jhalani   Yash Pandit Comedy   Romance
annarth,Ravi Dewan,Sanjay Dutt   Sunil Shetty   Ashutosh Rana   Preeti Jhangiani,Action   Thriller,Ravi Dewan Sanjay Dutt   Sunil Shetty   Ashutosh Rana   Preeti Jhangiani Action   Thriller
ek se badhkar ek,Kundan Shah,Sunil Shetty   Raveena Tandon   Shekhar Suman   Isha Koppikar,Comedy   Thriller,Kundan Shah Sunil Shetty   Raveena Tandon   Shekhar Suman   Isha Koppikar Comedy   Thriller
waah! tera kya kehna,Manoj Agrawal,Govinda   Raveena Tandon   Preeti Jhangiani   Shakti Kapoor,Comedy,Manoj Agrawal Govinda   Raveena Tandon   Preeti Jhangiani   Shakti Kapoor Comedy
jaal: the trap,Guddu Dhanoa,Sunny Deol   Tabu   Reema Sen   Anupam Kher,Action   Musical   Drama,Guddu Dhanoa Sunny Deol   Tabu   Reema Sen   Anupam Kher Action   Musical   Drama
zindagi khoobsoorat hai,Manoj Punj,Gurdas Mann   Tabu   Ashish Vidyarthi   Rajit Kapoor,Drama   Family,Manoj Punj Gurdas Mann   Tabu   Ashish Vidyarthi   Rajit Kapoor Drama   Family
bhoot,Ram Gopal Varma,Ajay Devgn   Urmila Matondkar   Nana Patekar   Rekha,Horror   Thriller,Ram Gopal Varma Ajay Devgn   Urmila Matondkar   Nana Patekar   Rekha Horror   Thriller
maseeha,Partho Ghosh,Sunil Shetty   Namrata Shirodkar   Inder Kumar   Manek Bedi,Action   Crime   Drama,Partho Ghosh Sunil Shetty   Namrata Shirodkar   Inder Kumar   Manek Bedi Action   Crime   Drama
rishtey,Indra Kumar,Anil Kapoor   Karisma Kapoor   Shilpa Shetty   Kaivalya Chheda,Family,Indra Kumar Anil Kapoor   Karisma Kapoor   Shilpa Shetty   Kaivalya Chheda Family
satta,Madhur Bhandarkar,Raveena Tandon   Atul Kulkarni   Shri Vallabh Vyas   Govind Namdeo,Crime   Drama,Madhur Bhandarkar Raveena Tandon   Atul Kulkarni   Shri Vallabh Vyas   Govind Namdeo Crime   Drama
karz: the burden of truth,Harry Baweja,Sunny Deol   Sunil Shetty   Shilpa Shetty   Ashutosh Rana,Action,Harry Baweja Sunny Deol   Sunil Shetty   Shilpa Shetty   Ashutosh Rana Action
chura liyaa hai tumne,Sangeeth Sivan,Zayed Khan   Esha Deol   Gulshan Grover   Rakhi Sawant,Action   Drama   Mystery,Sangeeth Sivan Zayed Khan   Esha Deol   Gulshan Grover   Rakhi Sawant Action   Drama   Mystery
danger,Govind Menon,Ashutosh Rana   Tara Deshpande   Jas Arora   Shishir Sharma,Crime   Drama   Thriller,Govind Menon Ashutosh Rana   Tara Deshpande   Jas Arora   Shishir Sharma Crime   Drama   Thriller
love at times square,Dev Anand,Dev Anand   Heenee Kaushik   Shoib Khan   Chaitanya Chaudhary,Drama,Dev Anand Dev Anand   Heenee Kaushik   Shoib Khan   Chaitanya Chaudhary Drama
the rising: ballad of mangal pandey,Ketan Mehta,Aamir Khan   Rani Mukerji   Toby Stephens   Coral Beed,Biography   Drama   History,Ketan Mehta Aamir Khan   Rani Mukerji   Toby Stephens   Coral Beed Biography   Drama   History
andaaz,Raj Kanwar,Akshay Kumar   Lara Dutta   Priyanka Chopra   Rajeev Verma,Drama   Musical   Romance,Raj Kanwar Akshay Kumar   Lara Dutta   Priyanka Chopra   Rajeev Verma Drama   Musical   Romance
avgat,Mohan Sharma,Ajinkya Deo   Nethra Raghuraman   Sayaji Shinde   Rohini Hattangadi,Action   Crime   Drama,Mohan Sharma Ajinkya Deo   Nethra Raghuraman   Sayaji Shinde   Rohini Hattangadi Action   Crime   Drama
chalte chalte,Aziz Mirza,Shah Rukh Khan   Rani Mukerji   Jas Arora   Satish Shah,Drama   Romance,Aziz Mirza Shah Rukh Khan   Rani Mukerji   Jas Arora   Satish Shah Drama   Romance
the hero: love story of a spy,Anil Sharma,Sunny Deol   Preity Zinta   Priyanka Chopra   Amrish Puri,Action   Adventure   Drama,Anil Sharma Sunny Deol   Preity Zinta   Priyanka Chopra   Amrish Puri Action   Adventure   Drama
jhankaar beats,Sujoy Ghosh,Sanjay Suri   Rahul Bose   Juhi Chawla   Rinke Khanna,Comedy   Musical   Romance,Sujoy Ghosh Sanjay Suri   Rahul Bose   Juhi Chawla   Rinke Khanna Comedy   Musical   Romance
kal ho naa ho,Nikhil Advani   Ron Reid Jr.,Shah Rukh Khan   Preity Zinta   Saif Ali Khan   Jaya Bhaduri,Comedy   Drama   Romance,Nikhil Advani   Ron Reid Jr. Shah Rukh Khan   Preity Zinta   Saif Ali Khan   Jaya Bhaduri Comedy   Drama   Romance
khakee,Rajkumar Santoshi,Amitabh Bachchan   Akshay Kumar   Ajay Devgn   Aishwarya Rai Bachchan,Action   Drama,Rajkumar Santoshi Amitabh Bachchan   Akshay Kumar   Ajay Devgn   Aishwarya Rai Bachchan Action   Drama
loc: kargil,J.P. Dutta,Sanjay Dutt   Ajay Devgn   Saif Ali Khan   Sunil Shetty,Drama   War,J.P. Dutta Sanjay Dutt   Ajay Devgn   Saif Ali Khan   Sunil Shetty Drama   War
main hoon na,Farah Khan,Shah Rukh Khan   Sushmita Sen   Sunil Shetty   Zayed Khan,Action   Comedy   Romance,Farah Khan Shah Rukh Khan   Sushmita Sen   Sunil Shetty   Zayed Khan Action   Comedy   Romance
pinjar,Chandra Prakash Dwivedi,Urmila Matondkar   Manoj Bajpayee   Sanjay Suri   Sandali Sinha,Drama,Chandra Prakash Dwivedi Urmila Matondkar   Manoj Bajpayee   Sanjay Suri   Sandali Sinha Drama
tehzeeb,Khalid Mohamed,Shabana Azmi   Urmila Matondkar   Arjun Rampal   Dia Mirza,Drama,Khalid Mohamed Shabana Azmi   Urmila Matondkar   Arjun Rampal   Dia Mirza Drama
tere liye,Sanjay Gadhvi,Imran Ahmed Khan   Sonali Khare   Neelu Kohli   Hiten Paintal,Drama   Family   Musical,Sanjay Gadhvi Imran Ahmed Khan   Sonali Khare   Neelu Kohli   Hiten Paintal Drama   Family   Musical
tujhe meri kasam,Vijay K. Bhaskar,Ritesh Deshmukh   Shakti Kapoor   Supriya Karnik   Satish Shah,Romance,Vijay K. Bhaskar Ritesh Deshmukh   Shakti Kapoor   Supriya Karnik   Satish Shah Romance
aapko pehle bhi kahin dekha hai,Anubhav Sinha,Pummy Brar   Priyanshu Chatterjee   Crystal   Harry,Action   Comedy   Drama,Anubhav Sinha Pummy Brar   Priyanshu Chatterjee   Crystal   Harry Action   Comedy   Drama
khushi,Surya S.J.   Sunil Kumar Agrawal,Fardeen Khan   Kareena Kapoor   Amrish Puri   Amitabh Bachchan,Action   Drama   Romance,Surya S.J.   Sunil Kumar Agrawal Fardeen Khan   Kareena Kapoor   Amrish Puri   Amitabh Bachchan Action   Drama   Romance
kucch to hai,Anurag Basu   Anil V. Kumar,Ashay Chitre   Esha Deol   Anita Hassandani   Vrajesh Hirjee,Drama   Horror   Mystery,Anurag Basu   Anil V. Kumar Ashay Chitre   Esha Deol   Anita Hassandani   Vrajesh Hirjee Drama   Horror   Mystery
chalo ishq ladaaye,Aziz Sejawal,Govinda   Kader Khan   Rani Mukerji   Zohra Segal,Comedy   Romance,Aziz Sejawal Govinda   Kader Khan   Rani Mukerji   Zohra Segal Comedy   Romance
jism,Amit Saxena,Bipasha Basu   John Abraham   Gulshan Grover   Vinay Pathak,Drama   Romance   Thriller,Amit Saxena Bipasha Basu   John Abraham   Gulshan Grover   Vinay Pathak Drama   Romance   Thriller
88 antop hill,Kushan Nandy,Atul Kulkarni   Rahul Dev   Suchitra Pillai-Malik   Shweta Menon,Thriller,Kushan Nandy Atul Kulkarni   Rahul Dev   Suchitra Pillai-Malik   Shweta Menon Thriller
baaz: a bird in danger,Tinnu Verma,Jackie Shroff   Sunil Shetty   Karisma Kapoor   Dino Morea,Thriller,Tinnu Verma Jackie Shroff   Sunil Shetty   Karisma Kapoor   Dino Morea Thriller
darna mana hai,Prawaal Raman,Sameera Reddy   Antara Mali   Sohail Khan   Saif Ali Khan,Horror   Adventure,Prawaal Raman Sameera Reddy   Antara Mali   Sohail Khan   Saif Ali Khan Horror   Adventure
inteqam: the perfect game,Pankaj Parashar,Manoj Bajpayee   Isha Koppikar   Nethra Raghuraman   Parmita Katkar,Action  Romance,Pankaj Parashar Manoj Bajpayee   Isha Koppikar   Nethra Raghuraman   Parmita Katkar Action  Romance
khwahish,Govind Menon,Himanshu Malik   Mallika Sherawat   Shivaji Satam   Mahmud Babai,Drama   Romance   Musical,Govind Menon Himanshu Malik   Mallika Sherawat   Shivaji Satam   Mahmud Babai Drama   Romance   Musical
kyun! ho gaya na...,Samir Karnik,Amitabh Bachchan   Vivek Oberoi   Aishwarya Rai Bachchan   Om Puri,Comedy   Drama   Romance,Samir Karnik Amitabh Bachchan   Vivek Oberoi   Aishwarya Rai Bachchan   Om Puri Comedy   Drama   Romance
ek hasina thi,Sriram Raghavan,Saif Ali Khan   Urmila Matondkar   Seema Biswas   Aditya Srivastava,Crime   Romance   Thriller,Sriram Raghavan Saif Ali Khan   Urmila Matondkar   Seema Biswas   Aditya Srivastava Crime   Romance   Thriller
kash... aap hamare hote,Ravindra Peepat,Juhi Babbar   Sonu Nigam   Om Puri   Sharad S. Kapoor,Family   Musical   Romance,Ravindra Peepat Juhi Babbar   Sonu Nigam   Om Puri   Sharad S. Kapoor Family   Musical   Romance
sssshhh...,Pavan Kaul,Tanisha   Dino Morea   Karan Nath   Gaurav Kapoor,Horror   Mystery,Pavan Kaul Tanisha   Dino Morea   Karan Nath   Gaurav Kapoor Horror   Mystery
dhund: the fog,Shyam Ramsay,Amar Upadhyaya   Aditi Govitrikar   Apoorva Agnihotri   Divya Palat,Adventure   Thriller,Shyam Ramsay Amar Upadhyaya   Aditi Govitrikar   Apoorva Agnihotri   Divya Palat Adventure   Thriller
ek aur ek gyarah: by hook or by crook,David Dhawan,Sanjay Dutt   Govinda   Amrita Arora   Nandini Singh,Action   Comedy   Musical,David Dhawan Sanjay Dutt   Govinda   Amrita Arora   Nandini Singh Action   Comedy   Musical
oops!,Deepak Tijori,Kiran Janjani   Vikas Sethi   Adyasha   Mink Singh,Drama,Deepak Tijori Kiran Janjani   Vikas Sethi   Adyasha   Mink Singh Drama
paanch,Anurag Kashyap,Kay Kay Menon   Aditya Srivastava   Joy Fernandes   Vijay Maurya,Crime   Thriller,Anurag Kashyap Kay Kay Menon   Aditya Srivastava   Joy Fernandes   Vijay Maurya Crime   Thriller
stumped,Gaurav Pandey,Raveena Tandon   Alyy Khan   Salman Khan   Viju Khote,Comedy   Drama,Gaurav Pandey Raveena Tandon   Alyy Khan   Salman Khan   Viju Khote Comedy   Drama
om,Ashok Honda,Attin Bhalla   Sandali Sinha   Smita Jaykar   Pankaj Dheer,Action   Romance,Ashok Honda Attin Bhalla   Sandali Sinha   Smita Jaykar   Pankaj Dheer Action   Romance
supari,Padam Kumar,Nandita Das   Uday Chopra   Rahul Dev   Purab Kohli,Crime   Drama,Padam Kumar Nandita Das   Uday Chopra   Rahul Dev   Purab Kohli Crime   Drama
haasil,Tigmanshu Dhulia,Jimmy Shergill   Hrishitaa Bhatt   Irrfan Khan   Ashutosh Rana,Crime   Drama   Romance,Tigmanshu Dhulia Jimmy Shergill   Hrishitaa Bhatt   Irrfan Khan   Ashutosh Rana Crime   Drama   Romance
ishq vishk,Ken Ghosh,Shahid Kapoor   Amrita Rao   Shenaz Treasury   Vishal Malhotra,Comedy   Romance,Ken Ghosh Shahid Kapoor   Amrita Rao   Shenaz Treasury   Vishal Malhotra Comedy   Romance
nayee padosan,B.H. Tharun Kumar,Vikas Kalantri   Anuj Sawhney   Aslam Khan   Mahek Chahal,Comedy,B.H. Tharun Kumar Vikas Kalantri   Anuj Sawhney   Aslam Khan   Mahek Chahal Comedy
aan: men at work,Madhur Bhandarkar,Shatrughan Sinha   Akshay Kumar   Sunil Shetty   Paresh Rawal,Drama   Action,Madhur Bhandarkar Shatrughan Sinha   Akshay Kumar   Sunil Shetty   Paresh Rawal Drama   Action
bewafaa,Dharmesh Darshan,Anil Kapoor   Akshay Kumar   Kareena Kapoor   Sushmita Sen,Drama,Dharmesh Darshan Anil Kapoor   Akshay Kumar   Kareena Kapoor   Sushmita Sen Drama
joggers' park,Anant Balani,Victor Banerjee   Perizaad Zorabian   Divya Dutta   Khalid Siddiqui,Comedy   Romance,Anant Balani Victor Banerjee   Perizaad Zorabian   Divya Dutta   Khalid Siddiqui Comedy   Romance
mumbai se aaya mera dost,Apoorva Lakhia,Abhishek Bachchan   Lara Dutta   Chunky Pandey   Aditya Lakhia,Romance   Action   Adventure,Apoorva Lakhia Abhishek Bachchan   Lara Dutta   Chunky Pandey   Aditya Lakhia Romance   Action   Adventure
dev,Govind Nihalani,Amitabh Bachchan   Om Puri   Fardeen Khan   Kareena Kapoor,Drama,Govind Nihalani Amitabh Bachchan   Om Puri   Fardeen Khan   Kareena Kapoor Drama
plan,Hriday Shetty,Sanjay Dutt   Dino Morea   Sanjay Suri   Bikram Saluja,Action   Thriller,Hriday Shetty Sanjay Dutt   Dino Morea   Sanjay Suri   Bikram Saluja Action   Thriller
qayamat: city under threat,Harry Baweja,Ajay Devgn   Sunil Shetty   Sanjay Kapoor   Arbaaz Khan,Action   Romance   Thriller,Harry Baweja Ajay Devgn   Sunil Shetty   Sanjay Kapoor   Arbaaz Khan Action   Romance   Thriller
calcutta mail,Sudhir Mishra,Anil Kapoor   Rani Mukerji   Manisha Koirala   Satish Kaushik,Thriller,Sudhir Mishra Anil Kapoor   Rani Mukerji   Manisha Koirala   Satish Kaushik Thriller
janasheen,Feroz Khan,Feroz Khan   Fardeen Khan   Celina Jaitly   Pinky Harwani,Musical   Action   Drama,Feroz Khan Feroz Khan   Fardeen Khan   Celina Jaitly   Pinky Harwani Musical   Action   Drama
kaise kahoon ke... pyaar hai,Anil Kumar Sharma,Sunny Deol   Dharmendra   Amit Hingorani   Farida Jalal,Crime   Romance,Anil Kumar Sharma Sunny Deol   Dharmendra   Amit Hingorani   Farida Jalal Crime   Romance
meenaxi: tale of 3 cities,M.F. Hussain,Tabu   Raghuvir Yadav   Nadira Babbar   Kunal Kapoor,Romance  Drama,M.F. Hussain Tabu   Raghuvir Yadav   Nadira Babbar   Kunal Kapoor Romance  Drama
parwana,Deepak Bahry,Ajay Devgn   Ameesha Patel   Pooja Batra   Jagdeep,Romance  Drama,Deepak Bahry Ajay Devgn   Ameesha Patel   Pooja Batra   Jagdeep Romance  Drama
rudraksh,Mani Shankar,Sanjay Dutt   Bipasha Basu   Sunil Shetty   Isha Koppikar,Fantasy   Sci-Fi,Mani Shankar Sanjay Dutt   Bipasha Basu   Sunil Shetty   Isha Koppikar Fantasy   Sci-Fi
swades,Ashutosh Gowariker,Shah Rukh Khan   Gayatri Joshi   Kishori Balal   Smith Seth,Drama,Ashutosh Gowariker Shah Rukh Khan   Gayatri Joshi   Kishori Balal   Smith Seth Drama
asambhav,Rajiv Rai,Arjun Rampal   Naseeruddin Shah   Priyanka Chopra   Singh Surendra,Action   Adventure   Drama,Rajiv Rai Arjun Rampal   Naseeruddin Shah   Priyanka Chopra   Singh Surendra Action   Adventure   Drama
desh,Raja Sen,Jaya Bhaduri   Sabyasachi Chakraborty   Subhendu Chatterjee   Gyanesh Mukherjee,Drama,Raja Sen Jaya Bhaduri   Sabyasachi Chakraborty   Subhendu Chatterjee   Gyanesh Mukherjee Drama
jajantaram mamantaram,Soumitra Ranade,Javed Jaffrey   Gulshan Grover   Joy Fernandes   Nishith Dadhich,Fantasy   Family,Soumitra Ranade Javed Jaffrey   Gulshan Grover   Joy Fernandes   Nishith Dadhich Fantasy   Family
hawa,Guddu Dhanoa,Tabu   Shahbaaz Khan   Mukesh Tiwari   Imran Khan,Horror   Thriller,Guddu Dhanoa Tabu   Shahbaaz Khan   Mukesh Tiwari   Imran Khan Horror   Thriller
kuch naa kaho,Rohan Sippy,Aishwarya Rai Bachchan   Abhishek Bachchan   Satish Shah   Suhasini Mulay,Drama   Romance,Rohan Sippy Aishwarya Rai Bachchan   Abhishek Bachchan   Satish Shah   Suhasini Mulay Drama   Romance
hungama,Priyadarshan,Akshaye Khanna   Aftab Shivdasani   Rimi Sen   Paresh Rawal,Comedy   Drama   Romance,Priyadarshan Akshaye Khanna   Aftab Shivdasani   Rimi Sen   Paresh Rawal Comedy   Drama   Romance
khel,Yusuf Khan,Sunny Deol   Sunil Shetty   Ajay Jadeja   Celina Jaitly,Action   Thriller,Yusuf Khan Sunny Deol   Sunil Shetty   Ajay Jadeja   Celina Jaitly Action   Thriller
saaya,Anurag Basu,John Abraham   Tara Sharma   Mahima Chaudhry   Zohra Segal,Action   Drama   Horror,Anurag Basu John Abraham   Tara Sharma   Mahima Chaudhry   Zohra Segal Action   Drama   Horror
gangaajal,Prakash Jha,Ajay Devgn   Gracy Singh   Mohan Joshi   Yashpal Sharma,Crime   Drama,Prakash Jha Ajay Devgn   Gracy Singh   Mohan Joshi   Yashpal Sharma Crime   Drama
khanjar,Chander Sharma,Sunil Shetty   Tabu   Gulshan Grover   Pankaj Dheer,Action,Chander Sharma Sunil Shetty   Tabu   Gulshan Grover   Pankaj Dheer Action
khullam khulla pyaar karen,Harmesh Malhotra,Govinda   Preity Zinta   Prem Chopra   Sadashiv Amrapurkar,Comedy,Harmesh Malhotra Govinda   Preity Zinta   Prem Chopra   Sadashiv Amrapurkar Comedy
tere naam,Satish Kaushik,Salman Khan   Bhoomika Chawla   Mahima Chaudhry   Sachin Khedekar,Romance,Satish Kaushik Salman Khan   Bhoomika Chawla   Mahima Chaudhry   Sachin Khedekar Romance
footpath,Vikram Bhatt,Aftab Shivdasani   Bipasha Basu   Rahul Dev   Emraan Hashmi,Action   Crime   Drama,Vikram Bhatt Aftab Shivdasani   Bipasha Basu   Rahul Dev   Emraan Hashmi Action   Crime   Drama
main madhuri dixit banna chahti hoon!,Chandan Arora,Antara Mali   Rajpal Yadav   Asif Basra   Rita Bhaduri,Drama   Comedy,Chandan Arora Antara Mali   Rajpal Yadav   Asif Basra   Rita Bhaduri Drama   Comedy
munnabhai m.b.b.s.,Rajkumar Hirani,Sunil Dutt   Sanjay Dutt   Arshad Warsi   Gracy Singh,Comedy   Crime,Rajkumar Hirani Sunil Dutt   Sanjay Dutt   Arshad Warsi   Gracy Singh Comedy   Crime
black,Sanjay Leela Bhansali,Amitabh Bachchan   Rani Mukerji   Shernaz Patel   Ayesha Kapoor,Drama,Sanjay Leela Bhansali Amitabh Bachchan   Rani Mukerji   Shernaz Patel   Ayesha Kapoor Drama
encounter: the killing,Ajay Phansekar,Naseeruddin Shah   Dilip Prabhavalkar   Tara Deshpande   Akash Khurana,Crime   Drama,Ajay Phansekar Naseeruddin Shah   Dilip Prabhavalkar   Tara Deshpande   Akash Khurana Crime   Drama
basti,unknown,Sadashiv Amrapurkar   Liyaqat Bari   Brij Gopal   Rajendra Gupta,Action   Crime,unknown Sadashiv Amrapurkar   Liyaqat Bari   Brij Gopal   Rajendra Gupta Action   Crime
raghu romeo,Rajat Kapoor,Vijay Raaz   Sadiya Siddiqui   Saurabh Shukla   Maria Goretti,Comedy,Rajat Kapoor Vijay Raaz   Sadiya Siddiqui   Saurabh Shukla   Maria Goretti Comedy
aetbaar,Vikram Bhatt,Amitabh Bachchan   John Abraham   Bipasha Basu   Supriya Pilgaonkar,Drama   Musical   Romance,Vikram Bhatt Amitabh Bachchan   John Abraham   Bipasha Basu   Supriya Pilgaonkar Drama   Musical   Romance
hawayein,Ammtoje Mann,Babbu Mann   Ammtoje Mann   Mahie Gill   Mukul Dev,Drama   Romance,Ammtoje Mann Babbu Mann   Ammtoje Mann   Mahie Gill   Mukul Dev Drama   Romance
hum tum,Kunal Kohli,Saif Ali Khan   Rani Mukerji   Kiron Kher   Rati Agnihotri,Drama   Romance   Comedy,Kunal Kohli Saif Ali Khan   Rani Mukerji   Kiron Kher   Rati Agnihotri Drama   Romance   Comedy
kagaar: life on the edge,N. Chandra,Om Puri   Nandita Das   Amitabh Dayal   Aditya Kotdar,Crime   Drama,N. Chandra Om Puri   Nandita Das   Amitabh Dayal   Aditya Kotdar Crime   Drama
i proud to be an indian,Puneet Sira,Sohail Khan   Tim Lawrence   Scott Hinds   Phil Jones,Action,Puneet Sira Sohail Khan   Tim Lawrence   Scott Hinds   Phil Jones Action
ek din 24 ghante,Anant Balani,Rahul Bose   Ahmed Chaudhary   Nandita Das   Vinit Kumar,Thriller,Anant Balani Rahul Bose   Ahmed Chaudhary   Nandita Das   Vinit Kumar Thriller
chupke se,Shona Urvashi,Zulfi Sayed   Masumeh Makhija   Rati Agnihotri   Tinnu Anand,Comedy   Musical   Romance,Shona Urvashi Zulfi Sayed   Masumeh Makhija   Rati Agnihotri   Tinnu Anand Comedy   Musical   Romance
market,Jay Prakash,Manisha Koirala   Suman Ranganathan   Aryan Vaid   Shweta Menon,Drama   Musical,Jay Prakash Manisha Koirala   Suman Ranganathan   Aryan Vaid   Shweta Menon Drama   Musical
master,Suneil Anand,Suneil Anand   Ting Leung   Sadashiv Amrapurkar   Leher Kala,Action,Suneil Anand Suneil Anand   Ting Leung   Sadashiv Amrapurkar   Leher Kala Action
mumbai matinee,Anant Balani,Rahul Bose   Perizaad Zorabian   Vijay Raaz   Saurabh Shukla,Romance   Comedy,Anant Balani Rahul Bose   Perizaad Zorabian   Vijay Raaz   Saurabh Shukla Romance   Comedy
yuva,Mani Ratnam,Ajay Devgn   Abhishek Bachchan   Rani Mukerji   Vivek Oberoi,Action   Adventure   Crime,Mani Ratnam Ajay Devgn   Abhishek Bachchan   Rani Mukerji   Vivek Oberoi Action   Adventure   Crime
zameen,Rohit Shetty,Ajay Devgn   Abhishek Bachchan   Bipasha Basu   Mukesh Tiwari,Action,Rohit Shetty Ajay Devgn   Abhishek Bachchan   Bipasha Basu   Mukesh Tiwari Action
xcuse me,N. Chandra,Sharman Joshi   Sahil Khan   Anil Chaudhary   Snehal Dabi,Comedy,N. Chandra Sharman Joshi   Sahil Khan   Anil Chaudhary   Snehal Dabi Comedy
samay: when time strikes,Robby Grewal,Sushmita Sen   Lucy Bartholomew   Tushar Dalvi   Jatin Karia,Thriller,Robby Grewal Sushmita Sen   Lucy Bartholomew   Tushar Dalvi   Jatin Karia Thriller
yeh lamhe judaai ke,Birendra Nath Tiwari,Shah Rukh Khan   Raveena Tandon   Navneet Nishan   Avtar Gill,Drama,Birendra Nath Tiwari Shah Rukh Khan   Raveena Tandon   Navneet Nishan   Avtar Gill Drama
border hindustan ka,Yogesh Bharadwaj,Faisal Khan   Rajat Bedi   Aditya Pancholi   Priya Gill,Action   Romance,Yogesh Bharadwaj Faisal Khan   Rajat Bedi   Aditya Pancholi   Priya Gill Action   Romance
inteha,Vikram Bhatt,Nauheed Cyrusi   Avtar Gill   Vidya Malvade   Ashmit Patel,Romance  Musical  Drama,Vikram Bhatt Nauheed Cyrusi   Avtar Gill   Vidya Malvade   Ashmit Patel Romance  Musical  Drama
